类型,航班起始日期,航班截止日期,班期,航班号,出发站,到达站,STD,STA,ETD,ETA,机型,机号,dd_flag,飞机,机组,乘务,apt_access,VIP,重点航班,rpl_remark,固定衔接环,专项整治,放区,release_seat,alarm_flag,flt_task,航班类型,调整原因,备注,状态,issue_flag,scen_name,bill_no
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4135,CKG,PEK,2025/7/1 11:30,2025/7/1 13:55,2025/7/1 11:30,2025/7/1 13:55,73A,B1531,0,重庆,重庆,重庆,n,0,,"时刻,换飞机,",0,,蓉,DM C-6,0,正班,国内,,B5398左发后收油池有金属屑，需送检，申请航班调整。,拟制,方案,PEK-N-tianlei-2025-07-01-0410,154533827
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4135,CKG,PEK,2025/7/1 11:30,2025/7/1 13:55,2025/7/1 11:30,2025/7/1 13:55,73A,B1531,0,重庆,重庆,重庆,n,0,,"时刻,换飞机,",0,,蓉,DM C-6,0,正班,国内,工程机务,B5398左发后收油池有金属屑，需送检，申请航班调整。,拟制,预案,PEK-N-tianlei-2025-07-01-0353,154533787
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4136,PEK,CKG,2025/7/1 20:30,2025/7/1 23:30,2025/7/1 20:30,2025/7/1 23:30,73A,B5398,0,重庆,重庆,重庆,n,0,,"时刻,",0,,京,DM B-6,0,正班,国内,天气原因,因华北区域受雷雨天气影响，航班预战术调时。,拟制,方案,PEK-D-wanghaoliang-2025-07-01-0818,154606319
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4136,PEK,CKG,2025/7/1 20:30,2025/7/1 23:30,2025/7/1 20:30,2025/7/1 23:30,73A,B1531,0,重庆,重庆,重庆,n,0,,"换飞机,",0,,京,,0,正班,国内,天气原因,因西南区域受雷雨影响，航班调整。,拟制,预案,PEK-D-zhangyufeng-2025-06-30-0942,154548937
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4136,PEK,CKG,2025/7/1 20:30,2025/7/1 23:30,2025/7/1 20:30,2025/7/1 23:30,73A,B1531,0,重庆,重庆,重庆,n,0,,"换飞机,",0,,京,DM B-6,0,正班,国内,,B5398左发后收油池有金属屑，需送检，申请航班调整。,拟制,方案,PEK-N-tianlei-2025-07-01-0410,154533827
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4136,PEK,CKG,2025/7/1 20:30,2025/7/1 23:30,2025/7/1 20:30,2025/7/1 23:30,73A,B1531,0,重庆,重庆,重庆,n,0,,"换飞机,",0,,京,DM B-6,0,正班,国内,工程机务,B5398左发后收油池有金属屑，需送检，申请航班调整。,拟制,预案,PEK-N-tianlei-2025-07-01-0353,154533787
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4138,PEK,CKG,2025/7/1 12:45,2025/7/1 15:40,2025/7/1 12:45,2025/7/1 15:40,73A,B5582,0,重庆,重庆,重庆,n,0,,"机型,换飞机,飞机归属,",0,,,,0,正班,国内,公司计划,,作废,预案,PEK-D-wanghaoliang-2025-06-29-1543,154500216
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4141,CKG,PEK,2025/7/1 14:00,2025/7/1 16:30,2025/7/1 14:00,2025/7/1 16:30,737,B2612,0,重庆,重庆,重庆,n,0,,"时刻,",0,,蓉,DM C-6,0,正班,国内,天气原因,华北区域雷雨，航班调时,拟制,方案,PEK-N-suochaohua-2025-07-01-0858,154570444
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4142,PEK,CKG,2025/7/1 18:15,2025/7/1 20:55,2025/7/1 18:15,2025/7/1 20:55,737,B2700,0,重庆,重庆,重庆,n,0,,"机型,换飞机,",0,,,,0,正班,国内,天气原因,因西南区域受雷雨天气影响，航班调整。,作废,预案,PEK-D-wanghaoliang-2025-06-29-1435,154499249
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4143,CKG,PEK,2025/7/1 15:00,2025/7/1 17:30,2025/7/1 15:00,2025/7/1 17:30,73T,B1976,0,重庆,重庆,本部,n,0,,"时刻,",0,,蓉,DM C-6,0,正班,国内,天气原因,华北区域雷雨，航班调时,拟制,方案,PEK-N-suochaohua-2025-07-01-0858,154570444
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4144,PEK,CKG,2025/7/1 19:30,2025/7/1 22:15,2025/7/1 19:30,2025/7/1 22:15,73H,B1178,0,重庆,重庆,重庆,n,0,,"时刻,",0,,京,DM B-6,0,正班,国内,天气原因,华北区域雷雨，航班调时,拟制,方案,PEK-N-suochaohua-2025-07-01-0858,154570444
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4147,CKG,PEK,2025/7/1 17:30,2025/7/1 20:30,2025/7/1 17:30,2025/7/1 20:30,73H,B1220,0,重庆,重庆,重庆,n,0,,"时刻,",0,,蓉,DM C-6,0,正班,国内,天气原因,华北区域雷雨，航班调时,拟制,方案,PEK-N-suochaohua-2025-07-01-0858,154570444
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4162,PEK,KWE,2025/7/1 10:55,2025/7/1 14:25,2025/7/1 10:55,2025/7/1 14:25,32T,B32FH,0,西南,西南,西南,n,0,,"时刻,",0,,京,DM B-5,0,正班,国内,天气原因,明日华北区域雷雨，航班调时,拟制,方案,PEK-E-caoyang-2025-06-30-2150,154563763
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4185,CTU,PEK,2025/7/1 20:00,2025/7/1 22:40,2025/7/1 20:00,2025/7/1 22:40,32T,B30DE,0,西南,西南,西南,n,0,,"时刻,",0,,蓉,DM C-5,0,正班,国内,天气原因,因华中，华北雷雨，航班延误,拟制,方案,PEK-G-yangdiqing-2025-07-01-2034,154633637
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,419,CKG,HKG,2025/7/1 11:25,2025/7/1 13:50,2025/7/1 11:25,2025/7/1 13:50,73A,B5390,0,重庆,重庆,重庆,n,0,,"换飞机,",0,,蓉,,0,正班,地区,天气原因,因西南区域受雷雨影响，航班调整。,拟制,方案,PEK-D-zhangyufeng-2025-06-30-0955,154549292
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4196,PEK,TFU,2025/7/1 15:00,2025/7/1 18:10,2025/7/1 15:00,2025/7/1 18:10,359,B322Z,0,本部,西南,西南,n,0,,"换飞机,",0,,,,0,正班,国内,公司计划,航班计划进入72小时运控权限，航班计划衔接原因，进行调整。,拟制,方案,PEK-A-liuxiaolei-2025-06-29-0735,154491981
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,420,HKG,CKG,2025/7/1 14:50,2025/7/1 17:25,2025/7/1 14:50,2025/7/1 17:25,73A,B5390,0,重庆,重庆,重庆,n,0,,"换飞机,",0,,京,,0,正班,地区,天气原因,因西南区域受雷雨影响，航班调整。,拟制,方案,PEK-D-zhangyufeng-2025-06-30-0955,154549292
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4201,CTU,URC,2025/7/1 7:15,2025/7/1 10:45,2025/7/1 7:15,2025/7/1 10:45,32E,B329V,0,西南,西南,西南,n,0,,"换飞机,",0,,蓉,OW,0,正班,国内,工程机务, 1.B6004散热器排故需晚出港；2.B329V监控反推信息，排故需晚出港,拟制,方案,PEK-G-lidongqiao-2025-06-30-1859,154558749
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4202,URC,CTU,2025/7/1 11:55,2025/7/1 15:35,2025/7/1 11:55,2025/7/1 15:35,32E,B329V,0,西南,西南,西南,n,0,,"换飞机,",0,,京,OW,0,正班,国内,工程机务, 1.B6004散热器排故需晚出港；2.B329V监控反推信息，排故需晚出港,拟制,方案,PEK-G-lidongqiao-2025-06-30-1859,154558749
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4203,CTU,INC,2025/7/1 19:10,2025/7/1 21:05,2025/7/1 19:10,2025/7/1 21:05,31C,B6004,0,西南,西南,西南,n,0,,"换飞机,",0,,蓉,OW,0,正班,国内,工程机务, 1.B6004散热器排故需晚出港；2.B329V监控反推信息，排故需晚出港,拟制,方案,PEK-G-lidongqiao-2025-06-30-1859,154558749
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4204,INC,CTU,2025/7/1 22:35,2025/7/2 0:30,2025/7/1 22:35,2025/7/2 0:30,31C,B6004,0,西南,西南,西南,n,0,,"换飞机,",0,,京,OW,0,正班,国内,工程机务, 1.B6004散热器排故需晚出港；2.B329V监控反推信息，排故需晚出港,拟制,方案,PEK-G-lidongqiao-2025-06-30-1859,154558749
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,421,PEK,HND,2025/7/1 15:30,2025/7/1 19:00,2025/7/1 15:30,2025/7/1 19:00,32A,B1855,0,本部,本部,本部,n,0,,"换飞机,",0,,京,DM O-C,0,正班,国际,,机务需求，航班保障,拟制,方案,PEK-E-caoyang-2025-06-30-2230,154564111
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4211,CTU,XNN,2025/7/1 14:55,2025/7/1 16:25,2025/7/1 14:55,2025/7/1 16:25,32T,B30DE,0,西南,西南,西南,n,0,,"时刻,",0,,蓉,DM C-0,0,正班,国内,军事活动,前序航班因华东航路三方控延误，后续推时,拟制,方案,PEK-G-liuxiaolei-2025-07-01-1220,154574121
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4212,XNN,CTU,2025/7/1 17:15,2025/7/1 18:55,2025/7/1 17:15,2025/7/1 18:55,32T,B30DE,0,西南,西南,西南,n,0,,"时刻,",0,,京,DM B-Y,0,正班,国内,军事活动,前序航班因华东航路三方控延误，后续推时,拟制,方案,PEK-G-liuxiaolei-2025-07-01-1220,154574121
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4219,CTU,JJN,2025/7/1 9:15,2025/7/1 11:55,2025/7/1 9:15,2025/7/1 11:55,31C,B6047,0,西南,西南,西南,n,0,,"换飞机,",0,,蓉,OW,0,正班,国内,工程机务, 1.B6004散热器排故需晚出港；2.B329V监控反推信息，排故需晚出港,拟制,方案,PEK-G-lidongqiao-2025-06-30-1859,154558749
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,422,HND,PEK,2025/7/1 20:10,2025/7/2 0:05,2025/7/1 20:10,2025/7/2 0:05,32A,B1855,0,本部,本部,本部,n,0,,"换飞机,",0,,日,DM-TK,0,正班,国际,,机务需求，航班保障,拟制,方案,PEK-E-caoyang-2025-06-30-2230,154564111
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4220,JJN,CTU,2025/7/1 13:05,2025/7/1 16:00,2025/7/1 13:05,2025/7/1 16:00,31C,B6047,0,西南,西南,西南,n,0,,"换飞机,",0,,沪,OW,0,正班,国内,工程机务, 1.B6004散热器排故需晚出港；2.B329V监控反推信息，排故需晚出港,拟制,方案,PEK-G-lidongqiao-2025-06-30-1859,154558749
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4220,JJN,CTU,2025/7/1 13:05,2025/7/1 16:00,2025/7/1 13:05,2025/7/1 16:00,31C,B6004,0,西南,西南,西南,n,0,,"时刻,",0,,沪,DM S-3,0,正班,国内,军事活动,因华中航路三方流控，航班按CDM推时及后续调整,拟制,方案,PEK-G-liuxiaolei-2025-07-01-1131,154573453
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4221,CTU,YTY,2025/7/1 17:10,2025/7/1 19:45,2025/7/1 17:10,2025/7/1 19:45,31C,B6047,0,西南,西南,西南,n,0,,"换飞机,",0,,蓉,OW,0,正班,国内,工程机务, 1.B6004散热器排故需晚出港；2.B329V监控反推信息，排故需晚出港,拟制,方案,PEK-G-lidongqiao-2025-06-30-1859,154558749
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4221,CTU,YTY,2025/7/1 17:10,2025/7/1 19:45,2025/7/1 17:10,2025/7/1 19:45,31C,B6004,0,西南,西南,西南,n,0,,"换飞机,",0,,蓉,DM C-4,0,正班,国内,军事活动,因华中航路三方流控，航班按CDM推时及后续调整,拟制,方案,PEK-G-liuxiaolei-2025-07-01-1131,154573453
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4222,YTY,CTU,2025/7/1 20:35,2025/7/1 23:25,2025/7/1 20:35,2025/7/1 23:25,31C,B2364,0,西南,西南,西南,n,0,,"时刻,",0,,沪,DM S-3,0,正班,国内,天气原因,因华东雷雨，航班延误,拟制,方案,PEK-G-yangdiqing-2025-07-01-2104,154633703
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4222,YTY,CTU,2025/7/1 20:35,2025/7/1 23:25,2025/7/1 20:35,2025/7/1 23:25,31C,B6047,0,西南,西南,西南,n,0,,"换飞机,",0,,沪,OW,0,正班,国内,工程机务, 1.B6004散热器排故需晚出港；2.B329V监控反推信息，排故需晚出港,拟制,方案,PEK-G-lidongqiao-2025-06-30-1859,154558749
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4222,YTY,CTU,2025/7/1 20:35,2025/7/1 23:25,2025/7/1 20:35,2025/7/1 23:25,31C,B6004,0,西南,西南,西南,n,0,,"换飞机,",0,,沪,DM S-3,0,正班,国内,军事活动,因华中航路三方流控，航班按CDM推时及后续调整,拟制,方案,PEK-G-liuxiaolei-2025-07-01-1131,154573453
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4228,YTY,CTU,2025/7/1 13:10,2025/7/1 15:55,2025/7/1 13:10,2025/7/1 15:55,32T,B30C1,0,西南,西南,西南,n,0,,"时刻,",0,,沪,DM S-3,0,正班,国内,军事活动,因华中航路三方流控，航班按CDM推时,拟制,方案,PEK-G-liuxiaolei-2025-07-01-1133,154573463
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4229,CTU,FOC,2025/7/1 16:05,2025/7/1 18:45,2025/7/1 16:05,2025/7/1 18:45,32U,B30C6,0,西南,西南,西南,n,0,,"机型,换飞机,",0,,蓉,DM C-4,0,正班,国内,军事活动,因华东华中航路三方流控，前序航班延误，后续调整,拟制,方案,PEK-G-liuxiaolei-2025-07-01-1343,154666221
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4230,FOC,CTU,2025/7/1 19:55,2025/7/1 23:00,2025/7/1 19:55,2025/7/1 23:00,32U,B30C6,0,西南,西南,西南,n,0,,"机型,换飞机,",0,,沪,DM S-3,0,正班,国内,军事活动,因华东华中航路三方流控，前序航班延误，后续调整,拟制,方案,PEK-G-liuxiaolei-2025-07-01-1343,154666221
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4235,CTU,FOC,2025/7/1 9:15,2025/7/1 11:45,2025/7/1 9:15,2025/7/1 11:45,32E,B327T,0,西南,西南,西南,n,0,,"换飞机,",0,,蓉,OW,0,正班,国内,工程机务, 1.B6004散热器排故需晚出港；2.B329V监控反推信息，排故需晚出港,拟制,方案,PEK-G-lidongqiao-2025-06-30-1859,154558749
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4236,FOC,CTU,2025/7/1 13:05,2025/7/1 16:05,2025/7/1 13:05,2025/7/1 16:05,32E,B327T,0,西南,西南,西南,n,0,,"换飞机,",0,,沪,OW,0,正班,国内,工程机务, 1.B6004散热器排故需晚出港；2.B329V监控反推信息，排故需晚出港,拟制,方案,PEK-G-lidongqiao-2025-06-30-1859,154558749
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4267,CKG,INC,2025/7/1 16:00,2025/7/1 17:55,2025/7/1 16:00,2025/7/1 17:55,737,B5297,0,重庆,重庆,重庆,n,0,,"时刻,",0,,蓉,DM C-0,0,正班,国内,军事活动,因华东区域第三方用户活动，航班预战术调时。,拟制,方案,PEK-N-quyifan-2025-07-01-0000,154565544
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4268,INC,CKG,2025/7/1 19:00,2025/7/1 21:05,2025/7/1 19:00,2025/7/1 21:05,737,B5297,0,重庆,重庆,重庆,n,0,,"时刻,",0,,京,DM B-1,0,正班,国内,军事活动,因华东区域第三方用户活动，航班预战术调时。,拟制,方案,PEK-N-quyifan-2025-07-01-0000,154565544
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4270,INC,CKG,2025/7/1 6:00,2025/7/1 7:55,2025/7/1 6:00,2025/7/1 7:55,73A,B5682,0,重庆,重庆,重庆,n,0,,"换飞机,",0,,京,,0,正班,国内,天气原因,因西南区域受雷雨影响，航班调整。,拟制,方案,PEK-D-zhangyufeng-2025-06-30-0955,154549292
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4270,INC,CKG,2025/7/1 6:00,2025/7/1 7:55,2025/7/1 6:00,2025/7/1 7:55,73A,B5682,0,重庆,重庆,重庆,n,0,,"换飞机,",0,,京,,0,正班,国内,天气原因,因西南区域受雷雨影响，航班调整。,拟制,预案,PEK-D-zhangyufeng-2025-06-30-0942,154548937
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4294,TAO,CTU,2025/7/1 21:55,2025/7/2 0:55,2025/7/1 21:55,2025/7/2 0:55,32T,B8890,0,西南,西南,西南,n,0,,"时刻,",0,,沪,DM S-3,0,正班,国内,天气原因,因华东雷雨，航班延误,拟制,方案,PEK-G-yangdiqing-2025-07-01-2059,154633664
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4301,TFU,CAN,2025/7/1 14:00,2025/7/1 16:30,2025/7/1 14:00,2025/7/1 16:30,31C,,0, ,西南,西南,n,0,,"机型,排飞机,飞机归属,机组归属,乘务归属,",0,,蓉,,0,正班,国内,公司计划,,拟制,预案,PEK-G-liuxiaokang-2025-06-30-1551,154555536
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4301,TFU,CAN,2025/7/1 14:00,2025/7/1 16:30,2025/7/1 14:00,2025/7/1 16:30,73A,B6496,0,重庆,重庆,重庆,n,0,,"时刻,",0,,蓉,DM C-3,0,正班,国内,军事活动,因华南区域受三方用户占用空域影响，按CDM时间，航班推迟。,拟制,方案,PEK-D-renshaocong-2025-07-01-1327,154632203
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4301,TFU,CAN,2025/7/1 14:00,2025/7/1 16:30,2025/7/1 14:00,2025/7/1 16:30,31C,,0, ,西南,西南,n,0,,"机型,排飞机,飞机归属,机组归属,乘务归属,",0,,蓉,OW,0,正班,国内,公司计划,公司计划原因，商委需求，航班调整。,拟制,方案,PEK-G-lidongqiao-2025-06-30-1704,154556769
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4301,TFU,CAN,2025/7/1 14:00,2025/7/1 16:30,2025/7/1 14:00,2025/7/1 16:30,31C,,0, ,西南,西南,n,0,,"机型,排飞机,飞机归属,机组归属,乘务归属,",0,,蓉,,0,正班,国内,公司计划,,作废,预案,PEK-G-liuxiaokang-2025-06-30-1628,154556274
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4302,CAN,TFU,2025/7/1 18:00,2025/7/1 20:25,2025/7/1 18:00,2025/7/1 20:25,31C,,0, ,西南,西南,n,0,,"机型,排飞机,飞机归属,机组归属,乘务归属,",0,,蓉,,0,正班,国内,公司计划,,拟制,预案,PEK-G-liuxiaokang-2025-06-30-1551,154555536
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4302,CAN,TFU,2025/7/1 18:00,2025/7/1 20:25,2025/7/1 18:00,2025/7/1 20:25,73A,B6496,0,重庆,重庆,重庆,n,0,,"时刻,",0,,蓉,DM C-7,0,正班,国内,天气原因,华南区域雷雨，航班调时,拟制,方案,PEK-N-suochaohua-2025-07-01-1144,154573698
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4302,CAN,TFU,2025/7/1 18:00,2025/7/1 20:25,2025/7/1 18:00,2025/7/1 20:25,31C,,0, ,西南,西南,n,0,,"机型,排飞机,飞机归属,机组归属,乘务归属,",0,,蓉,OW,0,正班,国内,公司计划,公司计划原因，商委需求，航班调整。,拟制,方案,PEK-G-lidongqiao-2025-06-30-1704,154556769
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4302,CAN,TFU,2025/7/1 18:00,2025/7/1 20:25,2025/7/1 18:00,2025/7/1 20:25,31C,,0, ,西南,西南,n,0,,"机型,排飞机,飞机归属,机组归属,乘务归属,",0,,蓉,,0,正班,国内,公司计划,,作废,预案,PEK-G-liuxiaokang-2025-06-30-1628,154556274
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4303,CTU,CAN,2025/7/1 17:00,2025/7/1 19:40,2025/7/1 17:00,2025/7/1 19:40,32E,B329V,0,西南,西南,西南,n,0,,"时刻,",0,,蓉,DM C-3,0,正班,国内,天气原因,因华南航路雷雨流控，航班按CDM推时,拟制,方案,PEK-G-liuxiaolei-2025-07-01-1400,154666514
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4303,CTU,CAN,2025/7/1 17:00,2025/7/1 19:40,2025/7/1 17:00,2025/7/1 19:40,32E,B327T,0,西南,西南,西南,n,0,,"换飞机,",0,,蓉,OW,0,正班,国内,工程机务, 1.B6004散热器排故需晚出港；2.B329V监控反推信息，排故需晚出港,拟制,方案,PEK-G-lidongqiao-2025-06-30-1859,154558749
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4304,CAN,CTU,2025/7/1 20:55,2025/7/1 23:30,2025/7/1 20:55,2025/7/1 23:30,32E,B329V,0,西南,西南,西南,n,0,,"时刻,",0,,蓉,DM C-7,0,正班,国内,天气原因,华南区域雷雨，航班调时,拟制,方案,PEK-N-suochaohua-2025-07-01-1349,154666308
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4304,CAN,CTU,2025/7/1 20:55,2025/7/1 23:30,2025/7/1 20:55,2025/7/1 23:30,32E,B327T,0,西南,西南,西南,n,0,,"换飞机,",0,,蓉,OW,0,正班,国内,工程机务, 1.B6004散热器排故需晚出港；2.B329V监控反推信息，排故需晚出港,拟制,方案,PEK-G-lidongqiao-2025-06-30-1859,154558749
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4308,CAN,TFU,2025/7/1 14:00,2025/7/1 16:30,2025/7/1 15:40,2025/7/1 18:10,32L,B6846,0,广东,西南,广东,n,0,,"时刻,",0,,蓉,DM C-7,0,正班,国内,,,拟制,方案,PEK-G-yangdiqing-2025-07-01-1810,154633363
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4308,CAN,TFU,2025/7/1 14:00,2025/7/1 16:30,2025/7/1 14:00,2025/7/1 16:30,32L,B6846,0,广东,西南,广东,n,0,,"时刻,",0,,蓉,DM C-7,0,正班,国内,,华北航路雷雨，航班流控，按照预战术调时。,拟制,方案,PEK-N-dongjinsheng-2025-07-01-0734,154569174
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,431,TFU,FRA,2025/7/1 1:45,2025/7/1 12:45,2025/7/1 1:45,2025/7/1 12:45,33Z,B8386,0,本部,西南,西南,n,0,,"换飞机,",0,,,,0,正班,国际,工程机务,机务需求，保CA863，航班调整,拟制,方案,PEK-A-caoyang-2025-06-29-1130,154496354
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4311,CTU,SZX,2025/7/1 14:30,2025/7/1 17:10,2025/7/1 14:30,2025/7/1 17:10,32C,B6556,0,西南,西南,西南,n,0,,"时刻,",0,,蓉,DM C-3,0,正班,国内,天气原因,因华南航路雷雨流控，航班按CDM推时,拟制,方案,PEK-G-liuxiaolei-2025-07-01-1223,154574157
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4312,SZX,CTU,2025/7/1 18:30,2025/7/1 21:15,2025/7/1 18:30,2025/7/1 21:15,32C,B6556,0,西南,西南,西南,n,0,,"时刻,",0,,蓉,DM C-7,0,正班,国内,天气原因,因华南航路雷雨流控，航班按CDM推时,拟制,方案,PEK-G-liuxiaolei-2025-07-01-1223,154574157
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4313,CTU,SZX,2025/7/1 13:30,2025/7/1 16:00,2025/7/1 13:30,2025/7/1 16:00,32C,B6631,0,西南,西南,西南,n,0,,"时刻,",0,,蓉,DM C-3,0,正班,国内,天气原因,因华南航路雷雨流控，航班按CDM推时,拟制,方案,PEK-G-liuxiaolei-2025-07-01-1029,154572549
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4314,SZX,CTU,2025/7/1 17:25,2025/7/1 20:10,2025/7/1 17:25,2025/7/1 20:10,32C,B6631,0,西南,西南,西南,n,0,,"时刻,",0,,蓉,DM C-7,0,正班,国内,天气原因,因华南航路雷雨流控，航班按CDM推时,拟制,方案,PEK-G-liuxiaolei-2025-07-01-1029,154572549
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4317,CTU,CAN,2025/7/1 11:55,2025/7/1 14:40,2025/7/1 11:55,2025/7/1 14:40,32D,B324J,0,西南,西南,西南,n,0,,"时刻,",0,,蓉,DM C-3,0,正班,国内,天气原因,因西南至华南航路雷雨流控，航班按CDM推时,拟制,方案,PEK-G-liuxiaolei-2025-07-01-0933,154571596
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4318,CAN,CTU,2025/7/1 15:55,2025/7/1 18:35,2025/7/1 17:30,2025/7/1 20:10,32D,B324J,0,西南,西南,西南,n,0,,"时刻,",0,,蓉,DM C-7,0,正班,国内,天气原因,因华南航路雷雨，航班调时,拟制,方案,PEK-G-liuxiaolei-2025-07-01-1012,154572233
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4318,CAN,CTU,2025/7/1 15:55,2025/7/1 18:35,2025/7/1 15:55,2025/7/1 18:35,32D,B324J,0,西南,西南,西南,n,0,,"时刻,",0,,蓉,DM C-7,0,正班,国内,天气原因,因西南至华南航路雷雨流控，航班按CDM推时,拟制,方案,PEK-G-liuxiaolei-2025-07-01-0933,154571596
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4318,CAN,CTU,2025/7/1 15:55,2025/7/1 18:35,2025/7/1 15:55,2025/7/1 18:35,32D,B324J,0,西南,西南,西南,n,0,,"时刻,",0,,蓉,DM C-7,0,正班,国内,,华南区域雷雨，航班调时,拟制,方案,PEK-N-suochaohua-2025-07-01-0923,154571127
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,432,FRA,TFU,2025/7/1 20:15,2025/7/2 6:15,2025/7/1 20:15,2025/7/2 6:15,33Z,B8386,0,本部,西南,西南,n,0,,"换飞机,",0,,,,0,正班,国际,工程机务,机务需求，保CA863，航班调整,拟制,方案,PEK-A-caoyang-2025-06-29-1130,154496354
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4325,CTU,SZX,2025/7/1 16:30,2025/7/1 19:05,2025/7/1 16:30,2025/7/1 19:05,32D,B32AQ,0,西南,西南,西南,n,0,,"时刻,",0,,蓉,DM C-3,0,正班,国内,天气原因,因华南航路雷雨流控，航班按CDM推时,拟制,方案,PEK-G-liuxiaolei-2025-07-01-1400,154666514
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4326,SZX,CTU,2025/7/1 20:30,2025/7/1 23:05,2025/7/1 20:30,2025/7/1 23:05,32D,B32AQ,0,西南,西南,西南,n,0,,"时刻,",0,,蓉,DM C-7,0,正班,国内,天气原因,因华南航路雷雨流控，航班按CDM推时,拟制,方案,PEK-G-liuxiaolei-2025-07-01-1400,154666514
变更,2025/7/1 0:00,2025/7/1 0:00,_2_____,4327,CTU,NNG,2025/7/1 17:40,2025/7/1 19:40,2025/7/1 17:40,2025/7/1 19:40,32T,B30C1,0,西南,西南,西南,n,0,,"时刻,",0,,蓉,DM C-3,0,正班,国内,军事活动,因南宁进港三方流控，航班按CDM推时,拟制,方案,PEK-G-liuxiaolei-2025-07-01-1618,154671693
