类型,航班起始日期,航班截止日期,班期,航班号,出发站,到达站,STD,STA,ETD,ETA,机型,机号,dd_flag,飞机,机组,乘务,apt_access,VIP,重点航班,rpl_remark,固定衔接环,专项整治,放区,release_seat,alarm_flag,flt_task,航班类型,调整原因,备注,状态,issue_flag,scen_name,bill_no
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2609,TFU,YNT,2025/6/26 11:40,2025/6/26 14:25,2025/6/26 11:40,2025/6/26 14:25,32Q,B6701,0,广东,西南,西南,n,0,,"时刻,",0,,蓉,DM C-4,0,正班,国内,天气原因,中南区域雷雨，航班预战术调时。,拟制,方案,PEK-N-majun-2025-06-25-2221,154324038
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2610,YNT,TFU,2025/6/26 15:15,2025/6/26 18:20,2025/6/26 15:15,2025/6/26 18:20,32Q,B6701,0,广东,西南,西南,n,0,,"时刻,",0,,沪,DM S-3,0,正班,国内,天气原因,中南区域雷雨，航班预战术调时。,拟制,方案,PEK-N-majun-2025-06-25-2221,154324038
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2615,TFU,KHN,2025/6/26 16:35,2025/6/26 18:50,2025/6/26 16:35,2025/6/26 18:50,31C,B6038,0,西南,西南,西南,n,0,,"换飞机,",0,,蓉,DM C-4,0,正班,国内,工程机务,因B9923/6225需早回更换IDG，航班调整。,拟制,方案,PEK-G-xuesenrong-2025-06-26-0935,154330663
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2616,KHN,TFU,2025/6/26 19:45,2025/6/26 22:15,2025/6/26 19:45,2025/6/26 22:15,31C,B6038,0,西南,西南,西南,n,0,,"换飞机,",0,,沪,DM S-3,0,正班,国内,工程机务,因B9923/6225需早回更换IDG，航班调整。,拟制,方案,PEK-G-xuesenrong-2025-06-26-0935,154330663
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2616,KHN,TFU,2025/6/26 19:45,2025/6/26 22:15,2025/6/26 19:45,2025/6/26 22:15,31C,B6225,0,西南,西南,西南,n,0,,"时刻,",0,,沪,DM S-3,0,正班,国内,军事活动,因华东区域受三方用户占用空域影响，前序晚到，航班调整。,拟制,方案,PEK-F-cuixuanming-2025-06-26-1754,154376482
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2617,TFU,NKG,2025/6/26 20:35,2025/6/26 23:10,2025/6/26 20:35,2025/6/26 23:10,31C,B6046,0,西南,西南,西南,n,0,,"换飞机,",0,,蓉,DM C-4,0,正班,国内,公司计划,因保障重要运输任务，航班调整。,拟制,方案,PEK-G-songhuafeng-2025-06-25-2042,154321904
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2618,NKG,TFU,2025/6/26 9:25,2025/6/26 12:15,2025/6/26 9:25,2025/6/26 12:15,32D,B9923,0,西南,西南,西南,n,0,,"机型,换飞机,",0,,沪,OW,0,正班,国内,,,拟制,预案,PEK-G-songhuafeng-2025-06-25-1732,154317166
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2618,NKG,TFU,2025/6/26 9:25,2025/6/26 12:15,2025/6/26 9:25,2025/6/26 12:15,32D,B6967,1,西南,西南,西南,n,0,,"换飞机,",0,,沪,,0,正班,国内,工程机务,因B9923飞机在天府短停APU排故，航班调整。,拟制,方案,PEK-G-quyifan-2025-06-25-1555,154316164
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2621,TFU,LYG,2025/6/26 18:25,2025/6/26 21:05,2025/6/26 18:25,2025/6/26 21:05,31C,B6223,0,西南,西南,西南,n,0,,"换飞机,",0,,蓉,DM C-4,0,正班,国内,公司计划,因保障重要运输任务，航班调整。,拟制,方案,PEK-G-songhuafeng-2025-06-25-2042,154321904
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2621,TFU,LYG,2025/6/26 18:25,2025/6/26 21:05,2025/6/26 18:25,2025/6/26 21:05,31C,B6046,0,西南,西南,西南,n,0,,"换飞机,",0,,蓉,DM C-4,0,正班,国内,天气原因,因广州机场受本场天气影响，前序晚起，后续调整。,拟制,方案,PEK-G-xuesenrong-2025-06-26-1541,154337002
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2622,LYG,TFU,2025/6/26 21:55,2025/6/27 0:45,2025/6/26 21:55,2025/6/27 0:45,31C,B6223,0,西南,西南,西南,n,0,,"换飞机,",0,,沪,DM S-3,0,正班,国内,公司计划,因保障重要运输任务，航班调整。,拟制,方案,PEK-G-songhuafeng-2025-06-25-2042,154321904
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2622,LYG,TFU,2025/6/26 21:55,2025/6/27 0:45,2025/6/26 21:55,2025/6/27 0:45,31C,B6046,0,西南,西南,西南,n,0,,"换飞机,",0,,沪,DM S-3,0,正班,国内,天气原因,因广州机场受本场天气影响，前序晚起，后续调整。,拟制,方案,PEK-G-xuesenrong-2025-06-26-1541,154337002
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2634,CZX,TFU,2025/6/26 20:50,2025/6/26 23:30,2025/6/26 20:50,2025/6/26 23:30,32E,B32C9,0,西南,西南,西南,n,0,,"时刻,",0,,沪,DM S-3,0,正班,国内,,,拟制,方案,PEK-F-cuixuanming-2025-06-26-2040,154380514
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2637,TFU,YNT,2025/6/26 17:35,2025/6/26 20:15,2025/6/26 17:35,2025/6/26 20:15,32D,B321K,0,西南,西南,西南,n,0,,"换飞机,",0,,,,0,正班,国内,天气原因,因芒市本场周边航路天气，CA2549备降昆明，后续航班推迟及调整,作废,预案,PEK-F-lihaotian-2025-06-24-1333,154199644
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2637,TFU,YNT,2025/6/26 17:35,2025/6/26 20:15,2025/6/26 17:35,2025/6/26 20:15,32D,B321K,0,西南,西南,西南,n,0,,"换飞机,",0,,蓉,DM C-4,0,正班,国内,工程机务,B30C6内窥需晚出港；B321K定检出厂，暂不执行疆域航班,拟制,方案,PEK-G-songhuafeng-2025-06-25-1953,154320135
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2637,TFU,YNT,2025/6/26 17:35,2025/6/26 20:15,2025/6/26 17:35,2025/6/26 20:15,32D,B32AR,0,西南,西南,西南,n,0,,"机型,换飞机,",0,,蓉,DM C-4,0,正班,国内,工程机务,因B9923/6225需早回更换IDG，航班调整。,拟制,方案,PEK-G-xuesenrong-2025-06-26-0935,154330663
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2638,YNT,TFU,2025/6/26 21:20,2025/6/27 0:25,2025/6/26 21:20,2025/6/27 0:25,32D,B321K,0,西南,西南,西南,n,0,,"换飞机,",0,,,,0,正班,国内,天气原因,因芒市本场周边航路天气，CA2549备降昆明，后续航班推迟及调整,作废,预案,PEK-F-lihaotian-2025-06-24-1333,154199644
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2638,YNT,TFU,2025/6/26 21:20,2025/6/27 0:25,2025/6/26 21:20,2025/6/27 0:25,32D,B32AR,0,西南,西南,西南,n,0,,"机型,换飞机,",0,,沪,DM S-3,0,正班,国内,工程机务,因B9923/6225需早回更换IDG，航班调整。,拟制,方案,PEK-G-xuesenrong-2025-06-26-0935,154330663
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2638,YNT,TFU,2025/6/26 21:20,2025/6/27 0:25,2025/6/26 21:20,2025/6/27 0:25,32D,B321K,0,西南,西南,西南,n,0,,"换飞机,",0,,沪,DM S-3,0,正班,国内,工程机务,B30C6内窥需晚出港；B321K定检出厂，暂不执行疆域航班,拟制,方案,PEK-G-songhuafeng-2025-06-25-1953,154320135
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2641,TFU,KHN,2025/6/26 10:40,2025/6/26 13:10,2025/6/26 10:40,2025/6/26 13:10,ARJ,B657D,0,西南,西南,西南,n,0,,"换飞机,",0,,蓉,DM C-4,0,正班,国内,工程机务,C909飞机性能调整,拟制,方案,PEK-C-jiehao-2025-06-25-2158,154358689
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2642,KHN,TFU,2025/6/26 14:10,2025/6/26 16:45,2025/6/26 14:10,2025/6/26 16:45,ARJ,B657D,0,西南,西南,西南,n,0,,"换飞机,",0,,沪,DM S-5,0,正班,国内,工程机务,C909飞机性能调整,拟制,方案,PEK-C-jiehao-2025-06-25-2158,154358689
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2657,TFU,ZHA,2025/6/26 8:35,2025/6/26 10:55,2025/6/26 8:35,2025/6/26 10:55,ARJ,B658G,0,西南,西南,西南,n,0,,"换飞机,",0,,蓉,DM N-B,0,正班,国内,工程机务,C909飞机性能调整,拟制,方案,PEK-C-jiehao-2025-06-25-2158,154358689
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2658,ZHA,TFU,2025/6/26 11:45,2025/6/26 14:00,2025/6/26 11:45,2025/6/26 14:00,ARJ,B658G,0,西南,西南,西南,n,0,,"换飞机,",0,,蓉,DM C-7,0,正班,国内,工程机务,C909飞机性能调整,拟制,方案,PEK-C-jiehao-2025-06-25-2158,154358689
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2659,TFU,HUZ,2025/6/26 17:30,2025/6/26 19:50,2025/6/26 17:30,2025/6/26 19:50,32W,B6767,0,湖北,湖北,湖北,n,0,,"换飞机,",0,,蓉,,0,正班,国内,公司计划,航班计划进入72小时运控权限，航班计划衔接原因，进行调整。,拟制,方案,PEK-F-lihaotian-2025-06-24-0950,154198888
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2659,TFU,HUZ,2025/6/26 17:30,2025/6/26 19:50,2025/6/26 17:30,2025/6/26 19:50,32W,B1852,0,湖北,湖北,湖北,n,0,,"换飞机,",0,,蓉,DM C-3,0,正班,国内,,B1873飞机早回汉执行更换热交换器工作,拟制,方案,PEK-G-songhuafeng-2025-06-25-2026,154321253
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2659,TFU,HUZ,2025/6/26 17:30,2025/6/26 19:50,2025/6/26 17:30,2025/6/26 19:50,32W,B1873,0,湖北,湖北,湖北,n,0,,"换飞机,",0,,蓉,DM C-3,0,正班,国内,天气原因,因华中区域受雷雨天气影响，航班调整。,拟制,方案,PEK-E-liyulun-2025-06-26-0959,154369547
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2660,HUZ,TFU,2025/6/26 21:45,2025/6/27 0:15,2025/6/26 21:45,2025/6/27 0:15,32W,B6916,0,湖北,西南,湖北,n,0,,"时刻,",0,,蓉,DM C-7,0,正班,国内,,,拟制,方案,PEK-E-yanyuxiang-2025-06-26-2036,154380471
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2661,TFU,ZHA,2025/6/26 16:30,2025/6/26 18:50,2025/6/26 16:30,2025/6/26 18:50,ARJ,B657D,0,西南,西南,西南,n,0,,"换飞机,",0,,蓉,DM C-3,0,正班,国内,旅客原因,CA2684 旅客临时取消行程航班时刻推迟后续航班调整,拟制,方案,PEK-C-shenbowen-2025-06-26-1209,154370902
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2661,TFU,ZHA,2025/6/26 16:30,2025/6/26 18:50,2025/6/26 16:30,2025/6/26 18:50,ARJ,B656K,0,西南,西南,西南,n,0,,"换飞机,",0,,蓉,DM C-3,0,正班,国内,工程机务,C909飞机性能调整,拟制,方案,PEK-C-jiehao-2025-06-25-2158,154358689
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2662,ZHA,TFU,2025/6/26 19:40,2025/6/26 21:55,2025/6/26 19:40,2025/6/26 21:55,ARJ,B656K,0,西南,西南,西南,n,0,,"换飞机,",0,,蓉,DM C-7,0,正班,国内,工程机务,C909飞机性能调整,拟制,方案,PEK-C-jiehao-2025-06-25-2158,154358689
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2662,ZHA,TFU,2025/6/26 19:40,2025/6/26 21:55,2025/6/26 19:40,2025/6/26 21:55,ARJ,B657D,0,西南,西南,西南,n,0,,"换飞机,",0,,蓉,DM C-7,0,正班,国内,旅客原因,CA2684 旅客临时取消行程航班时刻推迟后续航班调整,拟制,方案,PEK-C-shenbowen-2025-06-26-1209,154370902
新增,2025/6/26 0:00,2025/6/26 0:00,___4___,2671,NNG,BHY,2025/6/26 15:05,2025/6/26 16:00,2025/6/26 15:05,2025/6/26 16:00,31C,B2364,0, ,西南,西南,n,,,,,,,,0,正班,国内,天气原因,因北海机场受干雷天气影响，CA2671备降南宁。,拟制,方案,PEK-G-xuesenrong-2025-06-26-1353,154335203
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2671,TFU,BHY,2025/6/26 12:15,2025/6/26 14:20,2025/6/26 12:15,2025/6/26 13:53,31C,B2364,0, ,西南,西南,n,,,"航路,时刻,飞机归属,",,,,,0,正班,国内,天气原因,因北海机场受干雷天气影响，CA2671备降南宁。,拟制,方案,PEK-G-xuesenrong-2025-06-26-1353,154335203
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2672,BHY,TFU,2025/6/26 15:10,2025/6/26 17:15,2025/6/26 15:10,2025/6/26 17:15,31C,B2364,0,西南,西南,西南,n,0,,"时刻,",0,,蓉,DM C-7,0,正班,国内,天气原因,因北海机场受干雷天气影响，CA2671备降，后续航班延误。,拟制,方案,PEK-G-xuesenrong-2025-06-26-1358,154335434
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2675,TFU,DYG,2025/6/26 7:55,2025/6/26 9:20,2025/6/26 7:55,2025/6/26 9:20,32D,B9923,0,西南,西南,西南,n,0,,"换飞机,",0,,蓉,OW,0,正班,国内,工程机务,因B9923飞机在天府短停APU排故，航班调整。,拟制,方案,PEK-G-quyifan-2025-06-25-1555,154316164
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2676,DYG,TFU,2025/6/26 10:10,2025/6/26 11:40,2025/6/26 10:10,2025/6/26 11:40,32D,B9923,0,西南,西南,西南,n,0,,"换飞机,",0,,蓉,,0,正班,国内,工程机务,因B9923飞机在天府短停APU排故，航班调整。,拟制,方案,PEK-G-quyifan-2025-06-25-1555,154316164
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2684,SWA,TFU,2025/6/26 12:00,2025/6/26 14:40,2025/6/26 12:00,2025/6/26 14:40,ARJ,B656L,0,西南,西南,西南,n,0,,"时刻,",0,,蓉,DM C-7,0,正班,国内,旅客原因,CA2684 旅客临时取消行程航班时刻推迟后续航班调整,拟制,方案,PEK-C-shenbowen-2025-06-26-1209,154370902
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2687,TFU,BHY,2025/6/26 18:30,2025/6/26 20:40,2025/6/26 18:30,2025/6/26 20:40,31C,B6227,1,西南,西南,西南,n,0,,"机型,换飞机,飞机归属,",0,,蓉,DM C-3,0,正班,国内,天气原因,因广州机场受本场天气影响，前序晚起，后续调整。,拟制,方案,PEK-G-xuesenrong-2025-06-26-1541,154337002
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2688,BHY,TFU,2025/6/26 21:30,2025/6/26 23:35,2025/6/26 21:30,2025/6/26 23:35,31C,B6227,1,西南,西南,西南,n,0,,"机型,换飞机,飞机归属,",0,,蓉,DM C-7,0,正班,国内,天气原因,因广州机场受本场天气影响，前序晚起，后续调整。,拟制,方案,PEK-G-xuesenrong-2025-06-26-1541,154337002
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2693,TFU,SYX,2025/6/26 17:00,2025/6/26 19:25,2025/6/26 17:00,2025/6/26 19:25,32D,B32A3,1,西南,西南,西南,n,0,,"换飞机,",0,,蓉,OW,0,正班,国内,,,拟制,预案,PEK-G-songhuafeng-2025-06-25-1713,154317029
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2693,TFU,SYX,2025/6/26 17:00,2025/6/26 19:25,2025/6/26 17:00,2025/6/26 19:25,32D,B32A3,0,西南,西南,西南,n,0,,"换飞机,",0,,蓉,DM C-3,0,正班,国内,工程机务,因B9923/6225需早回更换IDG，航班调整。,拟制,方案,PEK-G-xuesenrong-2025-06-26-0935,154330663
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2694,SYX,TFU,2025/6/26 20:40,2025/6/26 23:25,2025/6/26 20:40,2025/6/26 23:25,32D,B32A3,0,西南,西南,西南,n,0,,"换飞机,",0,,蓉,DM C-7,0,正班,国内,工程机务,因B9923/6225需早回更换IDG，航班调整。,拟制,方案,PEK-G-xuesenrong-2025-06-26-0935,154330663
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2694,SYX,TFU,2025/6/26 20:40,2025/6/26 23:25,2025/6/26 20:40,2025/6/26 23:25,32D,B32A3,1,西南,西南,西南,n,0,,"换飞机,",0,,蓉,OW,0,正班,国内,,,拟制,预案,PEK-G-songhuafeng-2025-06-25-1713,154317029
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2695,TFU,CGO,2025/6/26 9:45,2025/6/26 11:45,2025/6/26 9:45,2025/6/26 11:45,ARJ,B656K,0,西南,西南,西南,n,0,,"换飞机,",0,,蓉,DM C-0,0,正班,国内,工程机务,C909飞机性能调整,拟制,方案,PEK-C-jiehao-2025-06-25-2158,154358689
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2696,CGO,TFU,2025/6/26 12:40,2025/6/26 14:55,2025/6/26 12:40,2025/6/26 14:55,ARJ,B656K,0,西南,西南,西南,n,0,,"换飞机,",0,,蓉,DM C-7,0,正班,国内,工程机务,C909飞机性能调整,拟制,方案,PEK-C-jiehao-2025-06-25-2158,154358689
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2701,TFU,YCU,2025/6/26 8:35,2025/6/26 10:15,2025/6/26 8:35,2025/6/26 10:15,ARJ,B655W,0,西南,西南,西南,n,0,,"换飞机,",0,,蓉,DM N-D,0,正班,国内,工程机务,C909飞机性能调整,拟制,方案,PEK-C-jiehao-2025-06-25-2158,154358689
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2702,YCU,TFU,2025/6/26 11:05,2025/6/26 13:20,2025/6/26 11:05,2025/6/26 13:20,ARJ,B655W,0,西南,西南,西南,n,0,,"换飞机,",0,,京,DM B-5,0,正班,国内,工程机务,C909飞机性能调整,拟制,方案,PEK-C-jiehao-2025-06-25-2158,154358689
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2703,TFU,TYN,2025/6/26 18:00,2025/6/26 19:55,2025/6/26 18:00,2025/6/26 19:55,ARJ,B657D,0,西南,西南,西南,n,0,,"换飞机,",0,,蓉,DM C-9,0,正班,国内,工程机务,C909飞机性能调整,拟制,方案,PEK-C-jiehao-2025-06-25-2158,154358689
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2704,TYN,TFU,2025/6/26 20:45,2025/6/26 23:00,2025/6/26 20:45,2025/6/26 23:00,ARJ,B657D,0,西南,西南,西南,n,0,,"换飞机,",0,,京,DM B-5,0,正班,国内,工程机务,C909飞机性能调整,拟制,方案,PEK-C-jiehao-2025-06-25-2158,154358689
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2705,TFU,DSN,2025/6/26 14:55,2025/6/26 17:00,2025/6/26 14:55,2025/6/26 17:00,ARJ,B656H,0,西南,西南,西南,n,0,,"换飞机,",0,,蓉,DM C-9,0,正班,国内,工程机务,因B-656H因刹车超温，回府排故，后续航班调整。,拟制,方案,PEK-G-xuesenrong-2025-06-26-1242,154333637
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2706,DSN,TFU,2025/6/26 18:00,2025/6/26 20:20,2025/6/26 18:00,2025/6/26 20:20,ARJ,B656H,0,西南,西南,西南,n,0,,"换飞机,",0,,京,DM B-5,0,正班,国内,工程机务,因B-656H因刹车超温，回府排故，后续航班调整。,拟制,方案,PEK-G-xuesenrong-2025-06-26-1242,154333637
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2707,TFU,SJW,2025/6/26 17:20,2025/6/26 19:45,2025/6/26 17:20,2025/6/26 19:45,ARJ,B657C,0,西南,西南,西南,n,0,,"换飞机,",0,,蓉,DM C-9,0,正班,国内,天气原因,华东区域雷雨天气CA2620延误后续航班调整,拟制,预案,PEK-C-shenbowen-2025-06-26-1442,154374813
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2708,SJW,TFU,2025/6/26 20:35,2025/6/26 23:25,2025/6/26 20:35,2025/6/26 23:25,ARJ,B657C,0,西南,西南,西南,n,0,,"换飞机,",0,,京,DM B-5,0,正班,国内,天气原因,华东区域雷雨天气CA2620延误后续航班调整,拟制,预案,PEK-C-shenbowen-2025-06-26-1442,154374813
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2717,TFU,DOY,2025/6/26 14:30,2025/6/26 17:00,2025/6/26 14:30,2025/6/26 17:00,32D,B326A,0,西南,西南,西南,n,0,,"换飞机,",0,,,,0,正班,国内,天气原因,因芒市本场周边航路天气，CA2549备降昆明，后续航班推迟及调整,作废,预案,PEK-F-lihaotian-2025-06-24-1333,154199644
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2717,DOY,HRB,2025/6/26 17:50,2025/6/26 19:50,2025/6/26 17:50,2025/6/26 19:50,32D,B326A,0,西南,西南,西南,n,0,,"换飞机,",0,,,,0,正班,国内,天气原因,因芒市本场周边航路天气，CA2549备降昆明，后续航班推迟及调整,作废,预案,PEK-F-lihaotian-2025-06-24-1333,154199644
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2722,HRB,TFU,2025/6/26 20:50,2025/6/27 1:20,2025/6/26 20:50,2025/6/27 1:20,32D,B326A,0,西南,西南,西南,n,0,,"换飞机,",0,,,,0,正班,国内,天气原因,因芒市本场周边航路天气，CA2549备降昆明，后续航班推迟及调整,作废,预案,PEK-F-lihaotian-2025-06-24-1333,154199644
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2737,TFU,KWL,2025/6/26 15:40,2025/6/26 17:30,2025/6/26 15:40,2025/6/26 17:30,ARJ,B656L,0,西南,西南,西南,n,0,,"换飞机,",0,,蓉,DM C-3,0,正班,国内,旅客原因,CA2684 旅客临时取消行程航班时刻推迟后续航班调整,拟制,方案,PEK-C-shenbowen-2025-06-26-1209,154370902
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2738,KWL,TFU,2025/6/26 18:40,2025/6/26 20:35,2025/6/26 18:40,2025/6/26 20:35,ARJ,B656L,0,西南,西南,西南,n,0,,"换飞机,",0,,蓉,DM C-7,0,正班,国内,旅客原因,CA2684 旅客临时取消行程航班时刻推迟后续航班调整,拟制,方案,PEK-C-shenbowen-2025-06-26-1209,154370902
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2742,SHE,TFU,2025/6/26 11:50,2025/6/26 15:50,2025/6/26 11:50,2025/6/26 15:50,32W,B1873,0,湖北,湖北,湖北,n,0,,"换飞机,",0,,京,DM B-5,0,正班,国内,,B1873飞机早回汉执行更换热交换器工作,拟制,方案,PEK-G-songhuafeng-2025-06-25-2026,154321253
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2747,TFU,LYI,2025/6/26 16:55,2025/6/26 19:35,2025/6/26 16:55,2025/6/26 19:35,32D,B32AR,0,西南,西南,西南,n,0,,"换飞机,",0,,蓉,DM C-4,0,正班,国内,工程机务,B30C6内窥需晚出港；B321K定检出厂，暂不执行疆域航班,拟制,方案,PEK-G-songhuafeng-2025-06-25-1953,154320135
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2747,TFU,LYI,2025/6/26 16:55,2025/6/26 19:35,2025/6/26 16:55,2025/6/26 19:35,32D,B321K,0,西南,西南,西南,n,0,,"换飞机,",0,,蓉,DM C-4,0,正班,国内,工程机务,因B9923/6225需早回更换IDG，航班调整。,拟制,方案,PEK-G-xuesenrong-2025-06-26-0935,154330663
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2748,LYI,TFU,2025/6/26 20:25,2025/6/26 23:15,2025/6/26 20:25,2025/6/26 23:15,32D,B32AR,0,西南,西南,西南,n,0,,"换飞机,",0,,沪,DM S-3,0,正班,国内,工程机务,B30C6内窥需晚出港；B321K定检出厂，暂不执行疆域航班,拟制,方案,PEK-G-songhuafeng-2025-06-25-1953,154320135
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2748,LYI,TFU,2025/6/26 20:25,2025/6/26 23:15,2025/6/26 20:25,2025/6/26 23:15,32D,B321K,0,西南,西南,西南,n,0,,"换飞机,",0,,沪,DM S-3,0,正班,国内,工程机务,因B9923/6225需早回更换IDG，航班调整。,拟制,方案,PEK-G-xuesenrong-2025-06-26-0935,154330663
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2751,TFU,YIN,2025/6/26 16:25,2025/6/26 20:50,2025/6/26 16:25,2025/6/26 20:50,31C,B6225,0,西南,西南,西南,n,0,,"机型,换飞机,",0,,蓉,DM C-1,0,正班,国内,工程机务,因B9923/6225需早回更换IDG，航班调整。,拟制,方案,PEK-G-xuesenrong-2025-06-26-0935,154330663
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2751,TFU,YIN,2025/6/26 16:25,2025/6/26 20:50,2025/6/26 16:25,2025/6/26 20:50,31C,B6237,0,西南,西南,西南,n,0,,"换飞机,",0,,,,0,正班,国内,公司计划,因保障重要运输任务，航班调整。,拟制,方案,PEK-F-lihaotian-2025-06-24-1604,154200110
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2752,YIN,TFU,2025/6/26 21:50,2025/6/27 1:50,2025/6/26 21:50,2025/6/27 1:50,31C,B6225,0,西南,西南,西南,n,0,,"机型,换飞机,",0,,京,DM B-X,0,正班,国内,工程机务,因B9923/6225需早回更换IDG，航班调整。,拟制,方案,PEK-G-xuesenrong-2025-06-26-0935,154330663
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2752,YIN,TFU,2025/6/26 21:50,2025/6/27 1:50,2025/6/26 21:50,2025/6/27 1:50,31C,B6237,0,西南,西南,西南,n,0,,"换飞机,",0,,,,0,正班,国内,公司计划,因保障重要运输任务，航班调整。,拟制,方案,PEK-F-lihaotian-2025-06-24-1604,154200110
变更,2025/6/26 0:00,2025/6/26 0:00,___4___,2753,TFU,JUZ,2025/6/26 15:50,2025/6/26 18:35,2025/6/26 15:50,2025/6/26 18:35,ARJ,B658G,0,西南,西南,西南,n,0,,"换飞机,",0,,蓉,DM C-4,0,正班,国内,工程机务,C909飞机性能调整,拟制,方案,PEK-C-jiehao-2025-06-25-2158,154358689
